Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Age group (product.metafields.shopify.age-group),Color (product.metafields.shopify.color-pattern),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target gender (product.metafields.shopify.target-gender),Top length type (product.metafields.shopify.top-length-type),MPN (product.metafields.shopwoo._sw_mpn),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
black-calf-leather-bos-taurus-shoulder-bag-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10403082.jpg?v=1772548093,4,,,,,,,,,,,,,,,
red-leather-shoulder-bag,Red Leather Shoulder Bag,"<p>Description:<br>
The product with MPN <b>10133531A039121R12V</b> and code <b>F85820</b> <b>leather</b> in <b>red</b> is a <b>shoulder bags</b> designed by <b>Versace</b>. It has features like <b>front logo</b>.</p>
",Versace,,,"112075374870, 13426, Bags, New with tags, Red, Shoulder Bags - Bags, Versace, Women",TRUE,Title,Default Title,,,,,,,,VE15486917443849BT,3000,shopify,deny,manual,1020.2,1604,TRUE,TRUE,,,,,'8054034517203,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10401079.jpg?v=1772548092,1,,FALSE,,,,,,,,10133531A039121R12V,,kg,,611,active
red-leather-shoulder-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10401081.jpg?v=1772548092,2,,,,,,,,,,,,,,,
red-leather-shoulder-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10401083.jpg?v=1772548092,3,,,,,,,,,,,,,,,
multicolor-cotton-sportswear,Multicolor Cotton Sportswear,"<p>The long-sleeve T-shirt in filo di Scozia cotton by Prada features a hybrid design inspired by retro sportswear, highlighted by a baiadera stripe print. Designed with an oversized fit, it is finished with a shirt-style collar, long sleeves, and a front patch pocket with a tailored logo label, adding a distinctive signature touch. A contemporary piece that blends comfort with Prada’s modern reinterpretation of classic codes.</p>
<p>Season: SS26<br>
Fit: Regular<br>
Composition: 100% Cotton</p>
",Prada,,,"112075178262, 13426, Clothing, IT38 | S, IT40 | M, Long Sleeve - T-Shirts - Clothing, Multicolor, New with tags, Prada, Sportswear - Clothing, T-Shirts - Clothing, Women",TRUE,Italian Size WOMEN,IT40 | M,,,,,,,,PR-39661SOOO189PF05AB-IT40 | M,1000,shopify,deny,manual,1112,1320,TRUE,TRUE,,,,,'8057627918807,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10377398.jpg?v=1772548089,1,,FALSE,,,,,,,,,,kg,,780,active
multicolor-cotton-sportswear,,,,,,,,,IT38 | S,,,,,,,,PR-39661SOOO189PF05AB-IT38 | S,1000,shopify,deny,manual,1112,1320,TRUE,TRUE,,,,,'8057627918791,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10377399.jpg?v=1772548090,2,,,,,,,,,,,,kg,,780,
multicolor-cotton-sportswear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10377400.jpg?v=1772548090,3,,,,,,,,,,,,,,,
bicolor-cotton-t-shirt,Bicolor Cotton T-Shirt,"<p>The striped filo di Scozia T-shirt by Prada features a clean design enhanced by distinctive graphic details. Designed with an oversized fit, it is finished with a contrast ribbed crew neckline, short sleeves, and a front patch pocket with a tailored logo label. A straight hem completes the modern silhouette, blending comfort with refined style.</p>
<p>Season: SS26<br>
Fit: Oversize<br>
Composition: 100% Cotton</p>
",Prada,,,"112075178262, 13426, Bicolor, Clothing, IT40 | M, New with tags, Prada, T-Shirts - Clothing, T-Shirts - T-Shirts - Clothing, Women",TRUE,Italian Size WOMEN,IT40 | M,,,,,,,,PR-39610SOOO189PF065G-IT40 | M,1000,shopify,deny,manual,952,1120,TRUE,TRUE,,,,,'8057627864555,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10375025.jpg?v=1772548087,1,,FALSE,,,,,,,,,,kg,,680,active
bicolor-cotton-t-shirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10375027.jpg?v=1772548088,2,,,,,,,,,,,,,,,
bicolor-cotton-t-shirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10375028.jpg?v=1772548088,3,,,,,,,,,,,,,,,
black-viscose-t-shirt,Black Viscose T-Shirt,"<p>Fendi’s cotton T-Shirt represents the perfect meeting of comfort and iconic style. Made from high-quality cotton, it features a ribbed crew neck and hem with side slits, lending versatility to the design. The knit weave with the brand’s iconic FF in an elegant tone-on-tone pattern enriches the T-shirt with Fendi’s famous signature motif, making it both a sophisticated and contemporary garment perfect for any casual-chic occasion.</p>
<p>Season: SS26<br>
Fit: Regular<br>
Composition: 46% Viscose 54% Cotton</p>
",Fendi,,,"112075178262, 13426, Black, Clothing, Fendi, IT40 | M, IT42 | L, IT44 | L, New with tags, T-Shirts - Clothing, T-Shirts - T-Shirts - Clothing, Women",TRUE,Italian Size WOMEN,IT40 | M,,,,,,,,FE-FZXD57AUZRF0GME-IT40 | M,500,shopify,deny,manual,970,1170,TRUE,TRUE,,,,,'8055052465064,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10373745.jpg?v=1772548085,1,,FALSE,,,,,,,,,,kg,,650,active
black-viscose-t-shirt,,,,,,,,,IT42 | L,,,,,,,,FE-FZXD57AUZRF0GME-IT42 | L,500,shopify,deny,manual,970,1170,TRUE,TRUE,,,,,'8055052465071,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10373747.jpg?v=1772548086,2,,,,,,,,,,,,kg,,650,
black-viscose-t-shirt,,,,,,,,,IT44 | L,,,,,,,,FE-FZXD57AUZRF0GME-IT44 | L,500,shopify,deny,manual,970,1170,TRUE,TRUE,,,,,'8055052465088,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10373748.jpg?v=1772548090,3,,,,,,,,,,,,kg,,650,
black-calf-leather-bos-taurus-backet-bag,Black Calf Leather Bos Taurus Backet Bag,"<p>The Big Cube Bucket Bag by Maison Margiela is an accessory with an iconic and contemporary design. Characterized by a rigid, cubic structure, it stands out for its wrap-around zipper closure that wraps around the profile of the bag. Equipped with an adjustable handle and a removable chain shoulder strap, it offers versatility of use. The iconic white stitching on the front completes the model with the unmistakable signature of the fashion house.</p>
<p>Season: SS26<br>
Dimension: 14×14.5×14<br>
Composition: 100% Calf Leather Bos Taurus</p>
",Maison Margiela,,,"112075178262, 13426, Bags, Black, Bucket Bags - Bags, Maison Margiela, New with tags, Women",TRUE,Title,Default Title,,,,,,,,MASB1ZI0016P8831T8013BB,3000,shopify,deny,manual,962,1170,TRUE,TRUE,,,,,'9900659751180,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10373610.jpg?v=1772548084,1,,FALSE,,,,,,,,SB1ZI0016P8831,,kg,,630,active
black-calf-leather-bos-taurus-backet-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10373612.jpg?v=1772548084,2,,,,,,,,,,,,,,,
black-calf-leather-bos-taurus-backet-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10373614.jpg?v=1772548084,3,,,,,,,,,,,,,,,
black-calf-leather-bos-taurus-backet-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10373616.jpg?v=1772548084,4,,,,,,,,,,,,,,,
black-lamb-ovis-aries-aries-shoulder-bag-2,Black Lamb Ovis Aries Aries Shoulder Bag,"<p>The Le Berlingot Shoulder Bag by Jacquemus is a sophisticated and compact accessory featuring a small nappa leather clutch. The thin, removable shoulder strap allows you to easily adapt it to your style, while the closure with contrasting Rond-Carré details in silver and gold metal adds a touch of elegance. Inside, a leather patch pocket offers functionality, making this bag a perfect blend of minimalist style and practicality. </p>
<p>Season: SS26<br>
Dimension: 20×13.5×13<br>
Composition: 100% Lamb Ovis Aries Aries</p>
",Jacquemus,,,"112075178262, 13426, Bags, Black, Jacquemus, New with tags, Shoulder Bags - Bags, Women",TRUE,Title,Default Title,,,,,,,,JABAW00451AC27L14990BB,3000,shopify,deny,manual,928,1120,TRUE,TRUE,,,,,'9900660767378,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10373123.jpg?v=1772548082,1,,FALSE,,,,,,,,BAW00451AC27L14,,kg,,620,active
black-lamb-ovis-aries-aries-shoulder-bag-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10373125.jpg?v=1772548082,2,,,,,,,,,,,,,,,
black-lamb-ovis-aries-aries-shoulder-bag-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10373127.jpg?v=1772548083,3,,,,,,,,,,,,,,,
black-lamb-ovis-aries-aries-shoulder-bag-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10373128.jpg?v=1772548083,4,,,,,,,,,,,,,,,
beige-cotton-polo-shirt,Beige Cotton Polo Shirt,"<p>The Interlock Couture Polo Shirt by Brunello Cucinelli blends fine materials with a relaxed attitude, reflecting the Travelwear line designed for leisure moments. Crafted from cotton interlock couture with a compact, smooth and even surface, it balances informality and refinement while the stretch construction ensures comfort. The design features a V-neck, a Sparkling knit collar insert enriched with lamé thread for subtle shimmering reflections, dropped shoulders, wide sleeves, and a cropped hem, creating a modern, effortless silhouette.</p>
<p>Season: SS26<br>
Fit: Oversize<br>
Composition: 65% Cotton 29% Polyamide 6% Elastane</p>
",Brunello Cucinelli,,,"112075178262, 13426, Beige, Brunello Cucinelli, Clothing, L, M, New with tags, Polo Shirts - T-Shirts - Clothing, S, T-Shirts - Clothing, Women",TRUE,Italian Size WOMEN,L,,,,,,,,BR-ML946SP105C9272-L,1000,shopify,deny,manual,1045,1420,TRUE,TRUE,,,,,'00000000000029411076,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10371181.jpg?v=1772548081,1,,FALSE,,,,,,,,,,kg,,650,active
beige-cotton-polo-shirt,,,,,,,,,M,,,,,,,,BR-ML946SP105C9272-M,1000,shopify,deny,manual,1045,1420,TRUE,TRUE,,,,,'00000000000029411075,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10371182.jpg?v=1772548080,2,,,,,,,,,,,,kg,,650,
beige-cotton-polo-shirt,,,,,,,,,S,,,,,,,,BR-ML946SP105C9272-S,1000,shopify,deny,manual,1045,1420,TRUE,TRUE,,,,,'00000000000030002443,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10371183.jpg?v=1772548080,3,,,,,,,,,,,,kg,,650,
multicolor-woven-straw-basket-embellished-sicily-bag-1,Multicolor Woven Straw Basket Embellished Sicily Bag,"<p data-start=""0"" data-end=""19""><strong data-start=""0"" data-end=""19"">DOLCE &amp; GABBANA</strong></p>
<p data-start=""21"" data-end=""504"" data-is-last-node="""" data-is-only-node="""">Absolutely stunning, 100% Authentic, brand new with tags Dolce &amp; Gabbana Basket Bag made of straw with multicolor pompom and tassel details.<br data-start=""161"" data-end=""164"">Model: Tote bag<br data-start=""179"" data-end=""182"">Color: Multicolor<br data-start=""199"" data-end=""202"">Material: 25% Polyester 1% Silk 4% Viscose 60% Straw 10% Calf<br data-start=""263"" data-end=""266"">Lining: 98% Nylon 2% Lamb<br data-start=""291"" data-end=""294"">Strap: Top handle<br data-start=""311"" data-end=""314"">Red inner lining<br data-start=""330"" data-end=""333"">Logo details, logo engraved metal hardware<br data-start=""375"" data-end=""378"">Made in Italy<br data-start=""391"" data-end=""394"">Very exclusive and very high craftsmanship<br data-start=""436"" data-end=""439"">Measurements: 54cm x 30cm x 20cm</p>
",Dolce & Gabbana,,,"111922446614, 13426, Accessories, Bags, Dolce & Gabbana, Material: 25% Polyester 1% Silk 4% Viscose 60% Straw 10% Calf, Multicolor, New with tags, Tote Bags - Bags, Women",TRUE,Title,Default Title,,,,,,,,BAG4765,3000,shopify,deny,manual,1273.3,2660,TRUE,TRUE,,,,,'7340238203174,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10366709.jpg?v=1772548079,1,,FALSE,,,,,,,,,,kg,,659,active
multicolor-woven-straw-basket-embellished-sicily-bag-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10366709_b350704b-14d9-44bc-bd4a-d2171db51207.jpg?v=1772548079,2,,,,,,,,,,,,,,,
multicolor-woven-straw-basket-embellished-sicily-bag-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10366710.jpg?v=1772548080,3,,,,,,,,,,,,,,,
multicolor-woven-straw-basket-embellished-sicily-bag-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10366711.jpg?v=1772548079,4,,,,,,,,,,,,,,,
multicolor-woven-straw-basket-embellished-sicily-bag-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10366712.jpg?v=1772548081,5,,,,,,,,,,,,,,,
multicolor-woven-straw-basket-embellished-sicily-bag-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10366713.jpg?v=1772548080,6,,,,,,,,,,,,,,,
multicolor-woven-straw-basket-embellished-sicily-bag-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10366714.jpg?v=1772548081,7,,,,,,,,,,,,,,,
multicolor-woven-straw-basket-embellished-sicily-bag-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10366715.jpg?v=1772548079,8,,,,,,,,,,,,,,,
multicolor-woven-straw-basket-embellished-sicily-bag,Multicolor Woven Straw Basket Embellished Sicily Bag,"<p data-start=""0"" data-end=""19""><strong data-start=""0"" data-end=""19"">DOLCE &amp; GABBANA</strong></p>
<p data-start=""21"" data-end=""505"" data-is-last-node="""" data-is-only-node="""">Absolutely stunning, 100% Authentic, brand new with tags Dolce &amp; Gabbana Basket Bag made of straw with multicolor pompom and tassel details.<br data-start=""161"" data-end=""164"">Model: Tote bag<br data-start=""179"" data-end=""182"">Color: Multicolor<br data-start=""199"" data-end=""202"">Material: 25% Polyester 1% Silk 4% Viscose 60% Straw 10% Calf<br data-start=""263"" data-end=""266"">Lining: 98% Nylon 2% Lamb<br data-start=""291"" data-end=""294"">Strap: Top handle<br data-start=""311"" data-end=""314"">Blue inner lining<br data-start=""331"" data-end=""334"">Logo details, logo engraved metal hardware<br data-start=""376"" data-end=""379"">Made in Italy<br data-start=""392"" data-end=""395"">Very exclusive and very high craftsmanship<br data-start=""437"" data-end=""440"">Measurements: 52cm x 28cm x 22cm</p>
",Dolce & Gabbana,,,"111922446614, 13426, Accessories, Bags, Dolce & Gabbana, Material: 25% Polyester 1% Silk 4% Viscose 60% Straw 10% Calf, Multicolor, New with tags, Tote Bags - Bags, Women",TRUE,Title,Default Title,,,,,,,,BAG4764,3000,shopify,deny,manual,1273.3,2660,TRUE,TRUE,,,,,'8058349168020,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10366682_aa0989c2-f6c8-499f-86a4-9537dbd53ffd.jpg?v=1772548077,1,,FALSE,,,,,,,,,,kg,,659,active
multicolor-woven-straw-basket-embellished-sicily-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10366682.jpg?v=1772548077,2,,,,,,,,,,,,,,,
multicolor-woven-straw-basket-embellished-sicily-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10366683.jpg?v=1772548077,3,,,,,,,,,,,,,,,
multicolor-woven-straw-basket-embellished-sicily-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10366684.jpg?v=1772548077,4,,,,,,,,,,,,,,,
multicolor-woven-straw-basket-embellished-sicily-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10366685.jpg?v=1772548077,5,,,,,,,,,,,,,,,
multicolor-woven-straw-basket-embellished-sicily-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10366686.jpg?v=1772548077,6,,,,,,,,,,,,,,,
multicolor-woven-straw-basket-embellished-sicily-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10366687.jpg?v=1772548079,7,,,,,,,,,,,,,,,
multicolor-woven-straw-basket-embellished-sicily-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10366688.jpg?v=1772548077,8,,,,,,,,,,,,,,,
beige-viscose-shoulder-bag,Beige Viscose Shoulder Bag,"<p>The floral-embroidered clutch Bag by Etro showcases the House’s signature decorative elegance through a refined beige and blue color palette. Floral embroidery enriches the surface with an artisanal and sophisticated aesthetic, while the compact silhouette is finished with a single top handle and a top clasp fastening. Gold-tone hardware adds a luminous touch, making this clutch an ideal accessory for elevating both daytime and evening looks.</p>
<p>Season: SS26<br>
Dimension: 24x14x7<br>
Composition: 75% Viscose 25% Cotton</p>
",Etro,,,"112075178262, 13426, Bags, Beige, Etro, New with tags, Shoulder Bags - Bags, Women",TRUE,Title,Default Title,,,,,,,,ETWP1H0008AR446B0028BB,3000,shopify,deny,manual,1065,1370,TRUE,TRUE,,,,,'9900659658908,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10356098.jpg?v=1772548075,1,,FALSE,,,,,,,,WP1H0008AR446,,kg,,740,active
beige-viscose-shoulder-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10356099.jpg?v=1772548075,2,,,,,,,,,,,,,,,
beige-viscose-shoulder-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10356100.jpg?v=1772548075,3,,,,,,,,,,,,,,,
beige-viscose-shoulder-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10356101.jpg?v=1772548075,4,,,,,,,,,,,,,,,
black-calf-leather-bos-taurus-handbag-4,Black Calf Leather Bos Taurus Handbag,"<p>The Le Petit Turismo Bag by Jacquemus combines elegance and practicality in a compact, soft design. Made from grained black leather, it holds your essentials with a well-organized interior pocket. The bow detail adds a feminine and refined touch, while the two-way zip closure and removable, adjustable shoulder strap ensure maximum versatility and comfort. Perfect for those seeking an accessory that combines style and functionality, day or night.</p>
<p>Season: SS26<br>
Dimension: 26x16x11<br>
Composition: 100% Calf Leather Bos Taurus</p>
",Jacquemus,,,"112075178262, 13426, Bags, Black, Handbags - Bags, Jacquemus, New with tags, Women",TRUE,Title,Default Title,,,,,,,,JABAW00416AC03A03990BB,3000,shopify,deny,manual,950,1070,TRUE,TRUE,,,,,'9900658663545,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10346967.jpg?v=1772548073,1,,FALSE,,,,,,,,BAW00416AC03A03,,kg,,650,active
black-calf-leather-bos-taurus-handbag-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10346971.jpg?v=1772548073,2,,,,,,,,,,,,,,,
black-calf-leather-bos-taurus-handbag-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10346974.jpg?v=1772548073,3,,,,,,,,,,,,,,,
black-calf-leather-bos-taurus-handbag-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10346976.jpg?v=1772548073,4,,,,,,,,,,,,,,,
black-calf-leather-bos-taurus-clutch-bag,Black Calf Leather Bos Taurus Clutch Bag,"<p>The matelassé leather Pouch by Saint Laurent features a refined quilted texture and a gold-tone logo applique on the front, a distinctive symbol of the maison. Featuring a zip closure, it includes a removable leather key ring, interior pockets and card slots, offering practicality and style in one sophisticated accessory.</p>
<p>Season: SS26<br>
Dimension: 35x23x2<br>
Composition: 100% Calf Leather Bos Taurus</p>
",Saint Laurent,,,"112075178262, 13426, Bags, Black, Clutch Bags - Bags, New with tags, Saint Laurent, Women",TRUE,Title,Default Title,,,,,,,,SA440222CWU011000BB,1000,shopify,deny,manual,867,930,TRUE,TRUE,,,,,'9900051402055,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10344180.jpg?v=1772548072,1,,FALSE,,,,,,,,440222CWU01,,kg,,700,active
black-calf-leather-bos-taurus-clutch-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10344181.jpg?v=1772548071,2,,,,,,,,,,,,,,,
black-calf-leather-bos-taurus-clutch-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10344182.jpg?v=1772548072,3,,,,,,,,,,,,,,,
pink-dolce-box-clutch-crossbody-women-evening-borse-bag,Pink DOLCE BOX Clutch Crossbody Women Evening Borse Bag,"<p>DOLCE &amp; GABBANA</p>
<p>Gorgeous brand new, 100% Authentic Dolce &amp; Gabbana bag is crafted from polimetilmetacrylato and designed to be worn as a clutch or shoulder. Perfect for evenings out, it combines elegant style with practical versatility for a refined finishing touch.<br>
Model: Clutch shoulder purse<br>
Color: Pink with gold metal detailing<br>
Material: 05% Polyester 95% Polimetilmetacrylate<br>
Lining: 04% Polyester 20% Lamb 76% Polimetilmetacrilato<br>
Detachable shoulder chain strap<br>
Logo details<br>
Made in Italy<br>
Measurements: 20cm x 11cm x 4.5cm<br>
Strap: 75cm x 1cm</p>
",Dolce & Gabbana,,,"111922446614, 13426, Bags, Clutch Bags - Bags, Crossbody Bags - Bags, Dolce & Gabbana, Evening Bags - Bags, Material: 05% Polyester 95% Polimetilmetacrilato, New with tags, Pink, Women",TRUE,Title,Default Title,,,,,,,,VAS13067,2500,shopify,deny,manual,1302.5,2720,TRUE,TRUE,,,,,'8059226871484,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10343819_5a719bbb-2579-4b3c-9f0a-ab4d5b51fe52.jpg?v=1772548070,1,,FALSE,,,,,,,,,,kg,,675,active
pink-dolce-box-clutch-crossbody-women-evening-borse-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10343819.jpg?v=1772548070,2,,,,,,,,,,,,,,,
pink-dolce-box-clutch-crossbody-women-evening-borse-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10343820.jpg?v=1772548070,3,,,,,,,,,,,,,,,
pink-dolce-box-clutch-crossbody-women-evening-borse-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10343821.jpg?v=1772548070,4,,,,,,,,,,,,,,,
pink-dolce-box-clutch-crossbody-women-evening-borse-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10343822.jpg?v=1772548070,5,,,,,,,,,,,,,,,
pink-dolce-box-clutch-crossbody-women-evening-borse-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10343823.jpg?v=1772548070,6,,,,,,,,,,,,,,,
pink-dolce-box-clutch-crossbody-women-evening-borse-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10343824.jpg?v=1772548071,7,,,,,,,,,,,,,,,
pink-dolce-box-clutch-crossbody-women-evening-borse-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10343825.jpg?v=1772548071,8,,,,,,,,,,,,,,,
black-polyamide-shoulder-bag-1,Black Polyamide Shoulder Bag,"<p>The raffia effect fabric Tote Bag by Marni is made of raffia-effect fabric with a two-tone pattern and features a flared design with a trapezoidal shape and side openings. Leather trim and top handles add a refined touch, while the cotton interior with open pocket ensures practicality. To complete the design, the front leather label with Marni logo signs the accessory with distinctive elegance.</p>
<p>Season: SS26<br>
Dimension: 65x30x13<br>
Composition: 83% Polyamide 17% Polyester</p>
",Marni,,,"112075178262, 13426, Bags, Black, Marni, New with tags, Shoulder Bags - Bags, Women",TRUE,Title,Default Title,,,,,,,,MASHMP0162A1P984100N99BB,3000,shopify,deny,manual,950,1170,TRUE,TRUE,,,,,'9900659496487,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10343740.jpg?v=1772548068,1,,FALSE,,,,,,,,SHMP0162A1P9841,,kg,,600,active
black-polyamide-shoulder-bag-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10343742.jpg?v=1772548069,2,,,,,,,,,,,,,,,
black-polyamide-shoulder-bag-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10343746.jpg?v=1772548068,3,,,,,,,,,,,,,,,
black-polyamide-shoulder-bag-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10343750.jpg?v=1772548068,4,,,,,,,,,,,,,,,
pink-leather-shoulder-bag-2,Pink Leather Shoulder Bag,"<p>Description:<br>
The product with MPN <b>10213831A150331PF5V</b> and code <b>F85710</b> <b>leather</b> in <b>pink</b> is a <b>shoulder bags</b> designed by <b>Versace</b>. It has features like <b>front detail, back logo</b>.</p>
",Versace,,,"112075374870, 13426, Bags, New with tags, Pink, Shoulder Bags - Bags, Versace, Women",TRUE,Title,Default Title,,,,,,,,VE15469181665545BT,3000,shopify,deny,manual,1020.2,1604,TRUE,TRUE,,,,,'8054034523211,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10318754.jpg?v=1772548067,1,,FALSE,,,,,,,,10213831A150331PF5V,,kg,,611,active
pink-leather-shoulder-bag-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10318759.jpg?v=1772548067,2,,,,,,,,,,,,,,,
pink-leather-shoulder-bag-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/10318762.jpg?v=1772548068,3,,,,,,,,,,,,,,,
